text,label,language,source
तपाईंको Daraz कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Amazon अर्डर #16648 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
"बधाई छ! तपाईंले WhatsApp बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
तपाईंको NIC Asia Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://short.url/verify-account मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Gyapu एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://नक्कली-लिङ्क.कम मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Sastodeal एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://bit.ly/nep-secure-login मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Gyapu कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Sanima Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Daraz बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
तपाईंको Global IME Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://short.url/verify-account मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
"बधाई छ! तपाईंले eSewa बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://bit.ly/nep-secure-login",Phishing,NP,chatgpt
तपाईंको Department of Passports एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको IME Pay पासवर्ड सफलतापूर्वक परिवर्तन भयो।,Safe,NP,chatgpt
तपाईंको NIC Asia Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://नक्कली-लिङ्क.कम मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Rastriya Banijya Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Nabil Bank बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको eSewa एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Nepal Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै [लिङ्क] मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Twitter एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र [लिङ्क] मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Internal Revenue Department खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै https://नक्कली-लिङ्क.कम मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Sastodeal कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://bit.ly/nep-secure-login मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Sastodeal केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://नक्कली-लिङ्क.कम मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको LinkedIn मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
"बधाई छ! तपाईंले eSewa बाट रु. २५,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
चेतावनी: तपाईंको Sanima Bank एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र [लिङ्क] मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको कम्पनी अर्डर #73579 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Amazon एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank अर्डर #54725 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Khalti अर्डर #21309 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Ministry of Labour केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://short.url/verify-account मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank अर्डर #67948 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Daraz एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://bit.ly/nep-secure-login मा जानुहोस्।,Phishing,NP,chatgpt
चेतावनी: तपाईंको Ministry of Labour एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://bit.ly/nep-secure-login मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Gyapu अर्डर #88717 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
"बधाई छ! तपाईंले Nepal Bank बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
"बधाई छ! तपाईंले Instagram बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
तपाईंको Daraz बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Facebook सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Global IME Bank सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
"बधाई छ! तपाईंले eSewa बाट रु. २५,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको LinkedIn कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Traffic Police बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://bit.ly/nep-secure-login",Phishing,NP,chatgpt
तपाईंको Instagram सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको NIC Asia Bank अर्डर #43542 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको WhatsApp सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Nabil Bank कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको WhatsApp एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://bit.ly/nep-secure-login मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Twitter बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Facebook पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै [लिङ्क] मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Ministry of Labour बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Khalti सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Traffic Police मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको NIC Asia Bank अर्डर #35734 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको NIC Asia Bank सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Sanima Bank बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको IME Pay अर्डर #20089 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
"बधाई छ! तपाईंले Siddhartha Bank बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
तपाईंको Sanima Bank खातामा असामान्य गतिविधि देखिएको छ। तुरुन्तै [लिङ्क] मा गएर पासवर्ड परिवर्तन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Khalti एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Traffic Police पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Instagram मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Amazon पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै [लिङ्क] मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको LinkedIn बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Ministry of Labour एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Sanima Bank अर्डर #51729 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Instagram सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Daraz एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Gyapu केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Twitter मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Nabil Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Daraz पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Amazon अर्डर #20056 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Global IME Bank बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको Facebook केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Gyapu अर्डर #62632 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको WhatsApp पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले IME Pay बाट रु. २५,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
तपाईंको Nepal Bank अर्डर #36799 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Traffic Police कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको कम्पनी अर्डर #77394 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Twitter एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Sastodeal कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Amazon बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Daraz मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
तपाईंको Global IME Bank अर्डर #66008 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Department of Passports केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://short.url/verify-account मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Department of Passports कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Gyapu अर्डर #13078 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Department of Passports मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: [लिङ्क],Phishing,NP,chatgpt
"बधाई छ! तपाईंले Sanima Bank बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: [लिङ्क]",Phishing,NP,chatgpt
तपाईंको Nabil Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://short.url/verify-account मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Daraz सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Khalti अर्डर #30836 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Amazon केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Nepal Bank अर्डर #81787 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको NIC Asia Bank सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको कम्पनी अर्डर #99906 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
चेतावनी: तपाईंको Department of Passports एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://short.url/verify-account मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank अर्डर #99798 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Sastodeal केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://bit.ly/nep-secure-login मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Ministry of Labour एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको Khalti कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको कम्पनी अर्डर #35664 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Khalti अर्डर #20286 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Rastriya Banijya Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको eSewa मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Facebook बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://bit.ly/nep-secure-login",Phishing,NP,chatgpt
तपाईंको Nepal Bank अर्डर #39616 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको LinkedIn मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको कार्यालय अर्डर #96104 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
"बधाई छ! तपाईंले Sastodeal बाट रु. ५,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Sanima Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://bit.ly/nep-secure-login मा जानुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले LinkedIn बाट रु. २५,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://bit.ly/nep-secure-login",Phishing,NP,chatgpt
"बधाई छ! तपाईंले WhatsApp बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको WhatsApp एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://short.url/verify-account मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Ministry of Labour मा नयाँ सन्देश प्राप्त भएको छ। हेर्नको लागि लगइन गर्नुहोस्: https://short.url/verify-account,Phishing,NP,chatgpt
तपाईंको कम्पनी अर्डर #54128 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
"बधाई छ! तपाईंले Department of Passports बाट रु. १,००,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://short.url/verify-account",Phishing,NP,chatgpt
तपाईंको eSewa अर्डर #60928 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
चेतावनी: तपाईंको Amazon एकाउन्टमा प्रतिलिपि अधिकार उल्लङ्घन भएको छ। २४ घण्टा भित्र https://नक्कली-लिङ्क.कम मा अपील नगरे एकाउन्ट डिलिट हुनेछ।,Phishing,NP,chatgpt
तपाईंको Ministry of Labour केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://नक्कली-लिङ्क.कम मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले Rastriya Banijya Bank बाट रु. २५,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको NIC Asia Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://short.url/verify-account मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको कार्यालय अर्डर #37554 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Instagram सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Sanima Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको IME Pay अर्डर #16537 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Amazon एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://bit.ly/nep-secure-login मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको Nabil Bank एकाउन्ट शंकास्पद लगइनका कारण ब्लक गरिएको छ। अनलक गर्न https://bit.ly/nep-secure-login मा जानुहोस्।,Phishing,NP,chatgpt
"बधाई छ! तपाईंले IME Pay बाट रु. ५०,००० को चिठ्ठा जित्नुभएको छ। दाबी गर्न यहाँ जानुहोस्: https://नक्कली-लिङ्क.कम",Phishing,NP,chatgpt
तपाईंको Global IME Bank केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै https://नक्कली-लिङ्क.कम मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Global IME Bank अर्डर #12930 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको eSewa सदस्यता म्याद सकिएको छ। सेवा सुचारु राख्न कार्ड विवरण यहाँ अपडेट गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
तपाईंको eSewa केवाईसी (KYC) अपडेट नभएकोले खाता रोक्का गरिएको छ। आजै [लिङ्क] मा गएर फारम भर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको LinkedIn पासवर्डको म्याद आज सकिँदैछ। सुरक्षित रहन तुरुन्तै https://bit.ly/nep-secure-login मा नयाँ पासवर्ड राख्नुहोस्।,Phishing,NP,chatgpt
तपाईंको Siddhartha Bank कर फिर्ता (Tax Refund) तयार छ। रकम प्राप्त गर्न आफ्नो बैंक विवरण यहाँ भर्नुहोस्: https://bit.ly/nep-secure-login,Phishing,NP,chatgpt
तपाईंको Amazon अर्डर #27061 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Sastodeal अर्डर #70466 सफलतापूर्वक प्राप्त भयो। छिट्टै डेलिभरी हुनेछ।,Safe,NP,chatgpt
तपाईंको Daraz बाट आएको पार्सल डेलिभरी असफल भयो। ठेगाना सच्याउन यहाँ क्लिक गर्नुहोस्: https://नक्कली-लिङ्क.कम,Phishing,NP,chatgpt
